"partno","altpartno"
"000-001-44PHR","PVC FILM (0.8MM) (30M X 1.40M)"
"000-001-44PHR","PVC FILM (1MM) (20M X 1.40M)"
"000-001-44PHR","ПЛЕНКА ПРОЗР. ПВХ 1ММ ШИР.1,37М"
"D5347043620300","D5347043621100"
"D5347043620900","D5347043620100"
"D5347043621100","D5347043620300"
"D5347045820000","D5347045820090"
"D5347047400200","D5347047400290"
"D5347047400290","D5347047400200"
"D5347047400300","D5347047400390"
"D5347047720400","D5347047720600"
"D5347047801100","D5347047821100"
"D5347047820600","D5347047821000"
"D5347047821000","D5347047801000"
"D5347047821100","D5347047801100"
"D5347047821200","D5347047801200"
"D5347048220200","D5347048200200"
"D5347048320400","D5347048320490"
"D5347048420400","D5347048400000"
"D5347048600400","D5347048600600"
"D5347049200000","D5347049200200"
"D5347049400100","D5347049400190"
"D5347049400190","D5347049400100"
"D5347057020000","D5347057020090"
"D5347057020600","D5347057020601"
"D5347057020601","D5347057020600"
"D5347057020601","D5347057020651"
"D5347057020651","D5347057020601"
"D5347075720200","D5347075720202"
"D5347075720202","D5347075720200"
"D5347087920002","D5347087920090"
"D5347087920090","D5347087920002"
"D5347100720400","D5347100720490"
"D5347100720490","D5347100720400"
"D5347111920000","D5347111920090"
"D5347111920090","D5347111920000"
"D5347112020000","D5347112020090"
"D5347112020090","D5347112020000"
"D5347112420000","D5347112420200"
"D5347112420100","D5347112420300"
"D5347125001000","D5347126000000"
"D5347126000000","D5347125001000"
"D5347126000200","D5347126000400"
"D5347126000400","D5347126000600"
"D5347126000600","D5347126000400"
"D5347207500000","D5347217520000"
"D5347207500100","D5347217520100"
"D5347207601000","D5347217620600"
"D5347207702000","D5347217720600"
"D5347207902000","D5347217920600"
"D5347208800600","D5347218820600"
"D5347208900400","D5347218920800"
"D5347209000200","D5347219020200"
"D5347209000300","D5347219020300"
"D5347209001000","D5347219021000"
"D5347209001100","D5347219021100"
"D5347209001400","D5347219021400"
"D5347209001500","D5347219021500"
"D5347209001800","D5347219021800"
"D5347209001900","D5347219021900"
"D5347209200000","D5347219220000"
"D5347209200200","D5347219220200"
"D5347209200400","D5347219220400"
"D5347209300000","D5347219320000"
"D5347209300400","D5347219320400"
"D5347209400400","D5347219420400"
"D5347209400800","D5347219420800"
"D5347209402000","D5347219422000"
"D5347209600000","D5347219620000"
"D5347209700000","D5347219720000"
"D5347209800600","D5347219820600"
"D5347210420200","D5347210420290"
"D5347210420290","D5347210420200"
"D5347217220200","D5347217220290"
"D5347217220200","D5347217220600"
"D5347217220290","D5347217220200"
"D5347217220290","D5347217220600"
"D5347217220300","D5347217220390"
"D5347217220300","D5347217220700"
"D5347217220390","D5347217220300"
"D5347217220390","D5347217220700"
"D5347217220600","D5347217220200"
"D5347217220600","D5347217220290"
"D5347217220700","D5347217220300"
"D5347217220700","D5347217220390"
"D5347217320000","D5347217320095"
"D5347217320095","D5347217320000"
"D5347217520000","D5347207500000"
"D5347217520100","D5347207500100"
"D5347217620600","D5347207601000"
"D5347217720600","D5347207702000"
"D5347217920600","D5347207902000"
"D5347218820400","D5347218820401"
"D5347218820401","D5347218820400"
"D5347218820600","D5347208800600"
"D5347218920800","D5347208900400"
"D5347219020200","D5347209000200"
"D5347219020300","D5347209000300"
"D5347219021000","D5347209001000"
"D5347219021100","D5347209001100"
"D5347219021400","D5347209001400"
"D5347219021500","D5347209001500"
"D5347219021800","D5347209001800"
"D5347219021900","D5347209001900"
"D5347219021900","D5347219021995"
"D5347219220000","D5347209200000"
"D5347219220200","D5347209200200"
"D5347219220400","D5347209200400"
"D5347219320000","D5347209300000"
"D5347219320400","D5347209300400"
"D5347219420400","D5347209400400"
"D5347219420800","D5347209400800"
"D5347219422000","D5347209402000"
"D5347219620000","D5347209600000"
"D5347219720000","D5347209700000"
"D5347219820600","D5347209800600"
"D5347223120600","D5347223200600"
"D5347223200600","D5347223120600"
"D5347228121000","D5347228201000"
"D5347228201000","D5347228121000"
"D5347228321000","D5347228400800"
"D5347228400800","D5347228321000"
"D5347267020000","D5347267100000"
"D5347267100000","D5347267020000"
"D5347267821200","D5347267901600"
"D5347267901600","D5347267821200"
"D5347443220200","D5347443220290"
"D5347443220290","D5347443220200"
"D5347449120000","D5347449100000"
"D5347475520000","D5347475520001"
"D5347475520001","D5347475520000"
"D5347475620000","D5347475620090"
"D5347475620090","D5347475620000"
"D5347475920000","D5347475920090"
"D5347475920090","D5347475920000"
"D5347504520200","D5347504520000"
"D5347504520200","D5347504520200WE"
"D5347504520200WE","D5347504520200"
"D5347504521400","D5347504521400WE"
"D5347504521400WE","D5347504521400"
"D5347504521600","D5347504520000"
"D5347504521600","D5347504521600WE"
"D5347504521600WE","D5347504521600"
"D5347505220000","E5347505220000"
"D5347518920000","D5347518920090"
"D5347518920090","D5347518920000"
"D5347536620000","D5347536620001"
"D5347536620001","D5347536620000"
"D5347539520500","D5347539520501"
"D5347539520501","D5347539520500"
"D5347550700000","D5347550700011"
"D5347553120600","D5347553120690"
"D5347556521000","D5347556521090"
"D5347576520600","D5347576520601"
"D5347576520600","D5347576520690"
"D5347576520601","D5347576520600"
"D5347576520690","D5347576520600"
"D5347580224600","D5347580224690"
"D5347580224690","D5347580224600"
"D5347580225000","D5347580225090"
"D5347580225090","D5347580225000"
"D5347648720000","D5347648720001"
"D5347669100000","D5345926300000"
"D5347669100000","D5345926300021"
"D5347669420000","DAN269-45"
"D5347715400400","D5347715400490"
"D5347715400490","D5347715400400"
"D5347889020000","D5345649920000"
"D5348001920000","D5348001920001"
"D5348001920000","D5348001920002"
"D5348001920001","D5348001920000"
"D5348001920002","D5348001920000"
"D5348001921100","D5348001921103"
"D5348001921103","D5348001921100"
"D5348001921300","D5348001921301"
"D5348001921600","D5348001921695"
"D5348001921700","D5348001921795"
"D5348001921800","D5348001921895"
"D5348001921895","D5348001921800"
"D5348001922000","D5348001922095"
"D5348001922095","D5348001922000"
"D5348001922200","D5348001922201"
"D5348001922200","D5348001922295"
"D5348001922295","D5348001922200"
"D5348001922400","D5348001922495"
"D5348001922400","D5348050529600"
"D5348001922495","D5348001922400"
"D5348002072900","D5348002072901"
"D5348002072901","D5348002072900"
"D5348002080800","D5348002037800"
"D5348002080800","D5348002037900"
"D5348002080800","D5348002043800"
"D5348002080800","D5348050523200"
"D5348002080800","D5348050523202"
"D5348002089600","D5348002089601"
"D5348002089601","D5348002089600"
"D5348003020400","D5348051024600"
"D5348003020400","D5348051024601"
"D5348003020600","D5348003020601"
"D5348003020600","D5348051024802"
"D5348003020601","D5348003020600"
"D5348003020700","D5348003020701"
"D5348003020700","D5348051024900"
"D5348003020700","D5348051024901"
"D5348003020700","D5348051024902"
"D5348003020701","D5348003020700"
"D5348003027200","D5348003027201"
"D5348003027201","D5348003027200"
"D5348003042400","D5348003042402"
"D5348003042400","D5348003042403"
"D5348003042400","D5348003042404"
"D5348003042400","D5348051028000"
"D5348003042402","D5348003042400"
"D5348003042403","D5348003042400"
"D5348003042404","D5348003042400"
"D5348004220400","D5348004220402"
"D5348004220402","D5348004220400"
"D5348004220500","D5348004220502"
"D5348004220502","D5348004220500"
"D5348004220600","D5348004220601"
"D5348004220600","D5348004220602"
"D5348004220601","D5348004220600"
"D5348004220700","D5348004220702"
"D5348004320400","D5348004320600"
"D5348004320600","D5348004320400"
"D5348004320600","D5348004320601"
"D5348004320601","D5348004320600"
"D5348004320700","D5348004320701"
"D5348004320701","D5348004320700"
"D5348004800000","D5348004800004"
"D5348004800100","D5348004800104"
"D5348004820300","D5348004820100"
"D5348004820300","D5348004820301"
"D5348004820300","D5348004820302"
"D5348004820300","D5348004820303"
"D5348007320100","D5348027421700"
"D5348007321600","D5348027421400"
"D5348007321600","D5348027421500"
"D5348007420200","D5348007420600"
"D5348007420600","D5348007420200"
"D5348007421400","D5348007421401"
"D5348007421401","D5348007421400"
"D5348009230900","D5348009230901"
"D5348009231100","D5348009231101"
"D5348009231100","D5348009231102"
"D5348009820200","D5348009822000"
"D5348009821400","D5348009821451"
"D5348009821451","D5348009821600"
"D5348009821600","D5348009821451"
"D5348009821800","D5348009822600"
"D5348009821800","D5348249420000"
"D5348009822000","D5348009820200"
"D5348009822600","D5348009821800"
"D5348009822600","D5348249420000"
"D5348010720000","D5348010720002"
"D5348010720000","D5348010721600"
"D5348010720002","D5348010720000"
"D5348010720402","D5348010722000"
"D5348010721200","D5348010721202"
"D5348010721202","D5348010721200"
"D5348010721202","D5348010721800"
"D5348010721800","D5348010721202"
"D5348010721800","D5348010722600"
"D5348010722000","D5348010720402"
"D5348010722400","D5348010722401"
"D5348010722401","D5348010722400"
"D5348010722500","D5348010722501"
"D5348010722501","D5348010722500"
"D5348010722501","D5348010722502"
"D5348010722600","D5348010721800"
"D5348010722601","D5348010722600"
"D5348010722701","D5348010722700"
"D5348010722801","D5348010722800"
"D5348010722900","D5348010722901"
"D5348010722901","D5348010722900"
"D5348011421200","D5348011421202"
"D5348011521200","D5348011521201"
"D5348011800000","D5348011800200"
"D5348011800100","D5348011800300"
"D5348011800200","D5348011800000"
"D5348011800300","D5348011800100"
"D5348011800300","D5348011900000"
"D5348014900000","D5348014900400"
"D5348014900000","D5348014900800"
"D5348014900200","D5348014900600"
"D5348014900200","D5348014901000"
"D5348014900400","D5348014900000"
"D5348014900400","D5348014900800"
"D5348014900600","D5348014900200"
"D5348014900600","D5348014901000"
"D5348014900800","D5348014900000"
"D5348014900800","D5348014900400"
"D5348014901000","D5348014900200"
"D5348014901000","D5348014900600"
"D5348015120000","D5348015120400"
"D5348015120200","D5348015120600"
"D5348015120400","D5348015120000"
"D5348015120600","D5348015120200"
"D5348015420000","D5348015420200"
"D5348015420200","D5348015420000"
"D5348015800400","D5348015800600"
"D5348015800500","D5348015800700"
"D5348015800600","D5348015800400"
"D5348015800700","D5348015800500"
"D5348015900400","D5348015900600"
"D5348015900500","D5348015900700"
"D5348020702051","D5348020702052"
"D5348020702052","D5348020702051"
"D5348021043000","D5348021043001"
"D5348021043000","D5348021043002"
"D5348021043000","D5348021043003"
"D5348021043000","D5348021043004"
"D5348021043001","D5348021043000"
"D5348021043002","D5348021043000"
"D5348021043003","D5348021043000"
"D5348021043004","D5348021043000"
"D5348022920400","D5348022920800"
"D5348022920800","D5348022920400"
"D5348025920000","D5348025920200"
"D5348025920200","D5348025920000"
"D5348027421000","D0008000400200"
"D5348027421000","D0008000500200"
"D5348027421000","D5348027421001"
"D5348027700200","D5348027700400"
"D5348027700400","D5348027700200"
"D5348029220000","D5348029220001"
"D5348029600651","D5348029600652"
"D5348029600652","D5348029600651"
"D5348051024600","D5348003020400"
"D5348051024901","D5348051024902"
"D5348051024902","D5348051024901"
"D5348051028000","D5348003042400"
"D5348249420000","D5348009821800"
"D5348249420000","D5348009822600"
"D5357031720800","D5357031721200"
"D5357031721200","D5357031720800"
"D5357113226600","D5357113226690"
"D5357113226690","D5357113226600"
"D5357113324800","D5357113324819"
"D5357113324819","D5357113324800"
"D5357113325000","D5357113325019"
"D5357113325019","D5357113325000"
"D5357151620200","D5357151620219"
"D5357151620219","D5357151620200"
"D5357155220000","D5357155220045"
"D5357155220000","D5357155220200"
"D5357155220000","D5357155220219"
"D5357155220000","D5357155220245"
"D5357155220045","D5357155220000"
"D5357155220045","D5357155220200"
"D5357155220045","D5357155220219"
"D5357155220045","D5357155220245"
"D5357155220200","D5357155220000"
"D5357155220200","D5357155220045"
"D5357155220200","D5357155220219"
"D5357155220200","D5357155220245"
"D5357155220219","D5357155220000"
"D5357155220219","D5357155220045"
"D5357155220219","D5357155220200"
"D5357155220219","D5357155220245"
"D5357155220245","D5357155220000"
"D5357155220245","D5357155220045"
"D5357155220245","D5357155220200"
"D5357155220245","D5357155220219"
"D5357155221000","D5357155221051"
"D5357155221051","D5357155221000"
"D5357155221200","D5357155221290"
"D5357155221290","D5357155221200"
"D5357155221300","D5357155221351"
"D5357155221351","D5357155221300"
"D5357155221400","D5357155221451"
"D5357155221451","D5357155221400"
"D5357155221600","D5357155221651"
"D5357155221651","D5357155221600"
"D5357155222800","D5357155222819"
"D5357155320000","D5357155320290"
"D5357155320200","D5357155320290"
"D5357155320290","D5357155320000"
"D5357155320290","D5357155320200"
"D5357155321000","D5357155321051"
"D5357155321051","D5357155321000"
"D5357155321300","D5357155321351"
"D5357155321351","D5357155321300"
"D5357155321400","D5357155321419"
"D5357155321419","D5357155321400"
"D5357155321500","D5357155321551"
"D5357155321551","D5357155321500"
"D5357155321600","D5357155321651"
"D5357155321651","D5357155321600"
"D5357155323000","D5357155323090"
"D5357155323090","D5357155323000"
"D5357155323200","D5357155323251"
"D5357155323251","D5357155323200"
"D5357155421600","D5357155421690"
"D5357156520800","D5357156520890"
"D5357156520890","D5357156520800"
"D5357156521200","D5357156521290"
"D5357156521290","D5357156521200"
"D5357157020200","D5357157020290"
"D5357157020290","D5357157020200"
"D5357157020600","D5357157020690"
"D5357157020690","D5357157020600"
"D5357157020700","D5357157020790"
"D5357157020790","D5357157020700"
"D5357157020900","D5357157020990"
"D5357157020990","D5357157020900"
"D5357157021200","D5357157021290"
"D5357157021290","D5357157021200"
"D5357163000400","D5357163120400"
"D5357163120400","D5357163000400"
"D5357163720000","D5357163720090"
"D5357163720090","D5357163720000"
"D5358505020200","D5358535120000"
"D5358526423000","D5358526423100"
"D5358526820001","D5358526820000"
"D5358540920000","D5358540920001"
"D5358540920001","D5358540920000"
"D5358541820200","D5358541820201"
"D5358541820201","D5358541820200"
"D5358542021000","D5358542021001"
"D5361016400000","D5361016400040"
"D5361016400040","D5361016400000"
"D5361016500000","D5367043720000"
"D5361016700000","D5367043020000"
"D5361016800000","D5367043120000"
"D5361018300200","D5367032300000"
